task_number	 question_number	 questionnaire_name	 question_nameeeeeeeeeeeee	 question_response	 attempt	 study_name	 session_id
4	6	otherwords1	ow1cogaffoakrt	4970	1	jiang.selfother1	10295329
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10295329
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295329
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295329
6	1003	iatselfcog	d	-0.50	1	jiang.selfother1	10295329
2	0	realstart	commitrt	34331	1	jiang.selfother1	10295344
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295344
4	1	otherimages2	oi2choosert	19319	1	jiang.selfother1	10295344
4	1	otherimages2	oi2choose	1	1	jiang.selfother1	10295344
4	2	otherimages2	oi2scalert	14440	1	jiang.selfother1	10295344
4	2	otherimages2	oi2scale	4	1	jiang.selfother1	10295344
4	3	otherimages2	oi2valNorthrt	10234	1	jiang.selfother1	10295344
4	3	otherimages2	oi2valNorth	6	1	jiang.selfother1	10295344
4	4	otherimages2	oi2cogaffNorth	6	1	jiang.selfother1	10295344
4	4	otherimages2	oi2cogaffNorthrt	17862	1	jiang.selfother1	10295344
4	5	otherimages2	oi2valRichrt	6970	1	jiang.selfother1	10295344
4	5	otherimages2	oi2valRich	5	1	jiang.selfother1	10295344
4	6	otherimages2	oi2cogaffRichrt	9712	1	jiang.selfother1	10295344
4	6	otherimages2	oi2cogaffRich	5	1	jiang.selfother1	10295344
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295344
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295344
6	1003	iatselfcog	d	-0.38	1	jiang.selfother1	10295344
2	0	realstart	commit	I willcomplete this study with my full attention	1	jiang.selfother1	10295354
2	0	realstart	commitrt	45475	1	jiang.selfother1	10295354
4	1	selfimages1	si1choosert	38493	1	jiang.selfother1	10295354
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10295354
4	2	selfimages1	si1scalert	17956	1	jiang.selfother1	10295354
4	2	selfimages1	si1scale	5	1	jiang.selfother1	10295354
4	3	selfimages1	si1valRich	5	1	jiang.selfother1	10295354
4	3	selfimages1	si1valRichrt	11234	1	jiang.selfother1	10295354
4	4	selfimages1	si1cogaffRichrt	25011	1	jiang.selfother1	10295354
4	4	selfimages1	si1cogaffRich	5	1	jiang.selfother1	10295354
4	5	selfimages1	si1valNorth	4	1	jiang.selfother1	10295354
4	5	selfimages1	si1valNorthrt	23072	1	jiang.selfother1	10295354
4	6	selfimages1	si1cogaffNorthrt	14295	1	jiang.selfother1	10295354
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10295354
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295354
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295354
6	1003	iatselfcog	d	-0.02	1	jiang.selfother1	10295354
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295355
2	0	realstart	commitrt	31447	1	jiang.selfother1	10295355
4	1	selfwords1	sw1choose	1	1	jiang.selfother1	10295355
4	1	selfwords1	sw1choosert	121836	1	jiang.selfother1	10295355
4	2	selfwords1	sw1scale	6	1	jiang.selfother1	10295355
4	2	selfwords1	sw1scalert	14695	1	jiang.selfother1	10295355
4	3	selfwords1	sw1valmaplert	16572	1	jiang.selfother1	10295355
4	3	selfwords1	sw1valmaple	4	1	jiang.selfother1	10295355
4	4	selfwords1	sw1cogaffmaple	6	1	jiang.selfother1	10295355
4	4	selfwords1	sw1cogaffmaplert	88340	1	jiang.selfother1	10295355
4	5	selfwords1	sw1valoak	7	1	jiang.selfother1	10295355
4	5	selfwords1	sw1valoakrt	19369	1	jiang.selfother1	10295355
4	6	selfwords1	sw1cogaffoakrt	6529	1	jiang.selfother1	10295355
4	6	selfwords1	sw1cogaffoak	7	1	jiang.selfother1	10295355
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295355
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295355
6	1003	iatselfcog	d	-0.27	1	jiang.selfother1	10295355
2	0	realstart	commitrt	16725	1	jiang.selfother1	10295369
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295369
4	1	selfimages1	si1choosert	49294	1	jiang.selfother1	10295369
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10295369
4	2	selfimages1	si1scale	4	1	jiang.selfother1	10295369
4	2	selfimages1	si1scalert	9825	1	jiang.selfother1	10295369
4	3	selfimages1	si1valRich	5	1	jiang.selfother1	10295369
4	3	selfimages1	si1valRichrt	6282	1	jiang.selfother1	10295369
4	4	selfimages1	si1cogaffRichrt	12713	1	jiang.selfother1	10295369
4	4	selfimages1	si1cogaffRich	3	1	jiang.selfother1	10295369
4	5	selfimages1	si1valNorthrt	6113	1	jiang.selfother1	10295369
4	5	selfimages1	si1valNorth	3	1	jiang.selfother1	10295369
4	6	selfimages1	si1cogaffNorthrt	7631	1	jiang.selfother1	10295369
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10295369
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295369
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295369
6	1003	iatselfcog	d	-0.09	1	jiang.selfother1	10295369
2	0	realstart	commit	I will complete this study with my full atterntion.	1	jiang.selfother1	10295377
2	0	realstart	commitrt	34361	1	jiang.selfother1	10295377
4	1	otherimages1	oi1choosert	40993	1	jiang.selfother1	10295377
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10295377
4	2	otherimages1	oi1scalert	23084	1	jiang.selfother1	10295377
4	2	otherimages1	oi1scale	4	1	jiang.selfother1	10295377
4	3	otherimages1	oi1valRich	4	1	jiang.selfother1	10295377
4	3	otherimages1	oi1valRichrt	455231	1	jiang.selfother1	10295377
4	4	otherimages1	oi1cogaffRichrt	23561	1	jiang.selfother1	10295377
4	4	otherimages1	oi1cogaffRich	2	1	jiang.selfother1	10295377
4	5	otherimages1	oi1valNorth	4	1	jiang.selfother1	10295377
4	5	otherimages1	oi1valNorthrt	8876	1	jiang.selfother1	10295377
4	6	otherimages1	oi1cogaffNorthrt	61191	1	jiang.selfother1	10295377
4	6	otherimages1	oi1cogaffNorth	7	1	jiang.selfother1	10295377
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295377
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295377
6	1003	iatselfcog	d	-0.03	1	jiang.selfother1	10295377
2	0	realstart	commitrt	30821	1	jiang.selfother1	10295384
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295384
4	1	selfimages1	si1choosert	87734	1	jiang.selfother1	10295384
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10295384
4	2	selfimages1	si1scalert	7728	1	jiang.selfother1	10295384
4	2	selfimages1	si1scale	4	1	jiang.selfother1	10295384
4	3	selfimages1	si1valRich	6	1	jiang.selfother1	10295384
4	3	selfimages1	si1valRichrt	12987	1	jiang.selfother1	10295384
4	4	selfimages1	si1cogaffRich	2	1	jiang.selfother1	10295384
4	4	selfimages1	si1cogaffRichrt	22398	1	jiang.selfother1	10295384
4	5	selfimages1	si1valNorth	6	1	jiang.selfother1	10295384
4	5	selfimages1	si1valNorthrt	6246	1	jiang.selfother1	10295384
4	6	selfimages1	si1cogaffNorthrt	9160	1	jiang.selfother1	10295384
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10295384
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295384
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295384
6	1003	iatselfcog	d	0.06	1	jiang.selfother1	10295384
2	0	realstart	commitrt	28681	1	jiang.selfother1	10295385
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295385
4	1	selfimages2	si2choose	2	1	jiang.selfother1	10295385
4	1	selfimages2	si2choosert	16154	1	jiang.selfother1	10295385
4	2	selfimages2	si2scale	2	1	jiang.selfother1	10295385
4	2	selfimages2	si2scalert	7311	1	jiang.selfother1	10295385
4	3	selfimages2	si2valNorthrt	10478	1	jiang.selfother1	10295385
4	3	selfimages2	si2valNorth	5	1	jiang.selfother1	10295385
4	4	selfimages2	si2cogaffNorthrt	15826	1	jiang.selfother1	10295385
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10295385
4	5	selfimages2	si2valRich	6	1	jiang.selfother1	10295385
4	5	selfimages2	si2valRichrt	5868	1	jiang.selfother1	10295385
4	6	selfimages2	si2cogaffRich	2	1	jiang.selfother1	10295385
4	6	selfimages2	si2cogaffRichrt	10566	1	jiang.selfother1	10295385
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295385
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295385
6	1003	iatselfcog	d	-0.28	1	jiang.selfother1	10295385
2	0	realstart	commitrt	19144	1	jiang.selfother1	10295387
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295387
4	1	otherwords2	ow2choosert	80910	1	jiang.selfother1	10295387
4	1	otherwords2	ow2choose	2	1	jiang.selfother1	10295387
4	2	otherwords2	ow2scalert	16096	1	jiang.selfother1	10295387
4	2	otherwords2	ow2scale	2	1	jiang.selfother1	10295387
4	3	otherwords2	ow2valoakrt	16148	1	jiang.selfother1	10295387
4	3	otherwords2	ow2valoak	5	1	jiang.selfother1	10295387
4	4	otherwords2	ow2cogaffoakrt	24713	1	jiang.selfother1	10295387
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10295387
4	5	otherwords2	ow2valmaplert	15600	1	jiang.selfother1	10295387
4	5	otherwords2	ow2valmaple	6	1	jiang.selfother1	10295387
4	6	otherwords2	ow2cogaffmaplert	9621	1	jiang.selfother1	10295387
4	6	otherwords2	ow2cogaffmaple	2	1	jiang.selfother1	10295387
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295387
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295387
6	1003	iatselfcog	d	0.79	1	jiang.selfother1	10295387
2	0	realstart	commitrt	75550	1	jiang.selfother1	10295388
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295388
4	1	selfwords2	sw2choosert	127946	1	jiang.selfother1	10295388
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10295388
4	2	selfwords2	sw2scalert	9155	1	jiang.selfother1	10295388
4	2	selfwords2	sw2scale	3	1	jiang.selfother1	10295388
4	3	selfwords2	sw2valoakrt	9980	1	jiang.selfother1	10295388
4	3	selfwords2	sw2valoak	6	1	jiang.selfother1	10295388
4	4	selfwords2	sw2cogaffoakrt	22111	1	jiang.selfother1	10295388
4	4	selfwords2	sw2cogaffoak	3	1	jiang.selfother1	10295388
4	5	selfwords2	sw2valmaplert	26156	1	jiang.selfother1	10295388
4	5	selfwords2	sw2valmaple	6	1	jiang.selfother1	10295388
4	6	selfwords2	sw2cogaffmaplert	2706	1	jiang.selfother1	10295388
4	6	selfwords2	sw2cogaffmaple	3	1	jiang.selfother1	10295388
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295388
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295388
6	1003	iatselfcog	d	0.01	1	jiang.selfother1	10295388
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295396
2	0	realstart	commitrt	54424	1	jiang.selfother1	10295396
4	1	otherimages1	oi1choosert	51985	1	jiang.selfother1	10295396
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10295396
4	2	otherimages1	oi1scale	5	1	jiang.selfother1	10295396
4	2	otherimages1	oi1scalert	14084	1	jiang.selfother1	10295396
4	3	otherimages1	oi1valRichrt	21921	1	jiang.selfother1	10295396
4	3	otherimages1	oi1valRich	6	1	jiang.selfother1	10295396
4	4	otherimages1	oi1cogaffRichrt	49483	1	jiang.selfother1	10295396
4	4	otherimages1	oi1cogaffRich	6	1	jiang.selfother1	10295396
4	5	otherimages1	oi1valNorth	5	1	jiang.selfother1	10295396
4	5	otherimages1	oi1valNorthrt	16119	1	jiang.selfother1	10295396
4	6	otherimages1	oi1cogaffNorthrt	35859	1	jiang.selfother1	10295396
4	6	otherimages1	oi1cogaffNorth	6	1	jiang.selfother1	10295396
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295396
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295396
6	1003	iatselfcog	d	-0.01	1	jiang.selfother1	10295396
2	0	realstart	commit	I will complet this study with my full attention	1	jiang.selfother1	10295406
2	0	realstart	commitrt	24736	1	jiang.selfother1	10295406
4	1	selfwords1	sw1choosert	52888	1	jiang.selfother1	10295406
4	1	selfwords1	sw1choose	1	1	jiang.selfother1	10295406
4	2	selfwords1	sw1scalert	5537	1	jiang.selfother1	10295406
4	2	selfwords1	sw1scale	5	1	jiang.selfother1	10295406
4	3	selfwords1	sw1valmaple	7	1	jiang.selfother1	10295406
4	3	selfwords1	sw1valmaplert	8655	1	jiang.selfother1	10295406
4	4	selfwords1	sw1cogaffmaplert	13817	1	jiang.selfother1	10295406
4	4	selfwords1	sw1cogaffmaple	6	1	jiang.selfother1	10295406
4	5	selfwords1	sw1valoak	6	1	jiang.selfother1	10295406
4	5	selfwords1	sw1valoakrt	7210	1	jiang.selfother1	10295406
4	6	selfwords1	sw1cogaffoakrt	5676	1	jiang.selfother1	10295406
4	6	selfwords1	sw1cogaffoak	7	1	jiang.selfother1	10295406
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295406
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295406
6	1003	iatselfcog	d	-0.24	1	jiang.selfother1	10295406
2	0	realstart	commit	I will complete this study will my full attention	1	jiang.selfother1	10295418
2	0	realstart	commitrt	24725	1	jiang.selfother1	10295418
2	0	realstart	commitrt	56267	1	jiang.selfother1	10295424
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295424
4	1	selfimages2	si2choosert	47915	1	jiang.selfother1	10295424
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10295424
4	2	selfimages2	si2scalert	36481	1	jiang.selfother1	10295424
4	2	selfimages2	si2scale	4	1	jiang.selfother1	10295424
4	3	selfimages2	si2valNorth	7	1	jiang.selfother1	10295424
4	3	selfimages2	si2valNorthrt	19161	1	jiang.selfother1	10295424
4	4	selfimages2	si2cogaffNorthrt	24817	1	jiang.selfother1	10295424
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10295424
4	5	selfimages2	si2valRichrt	14706	1	jiang.selfother1	10295424
4	5	selfimages2	si2valRich	7	1	jiang.selfother1	10295424
4	6	selfimages2	si2cogaffRich	1	1	jiang.selfother1	10295424
4	6	selfimages2	si2cogaffRichrt	7372	1	jiang.selfother1	10295424
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295424
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295424
6	1003	iatselfcog	d	-0.02	1	jiang.selfother1	10295424
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295426
2	0	realstart	commitrt	21571	1	jiang.selfother1	10295426
4	1	otherwords2	ow2choose	1	1	jiang.selfother1	10295426
4	1	otherwords2	ow2choosert	32478	1	jiang.selfother1	10295426
4	2	otherwords2	ow2scalert	13150	1	jiang.selfother1	10295426
4	2	otherwords2	ow2scale	6	1	jiang.selfother1	10295426
4	3	otherwords2	ow2valoak	4	1	jiang.selfother1	10295426
4	3	otherwords2	ow2valoakrt	5634	1	jiang.selfother1	10295426
4	4	otherwords2	ow2cogaffoak	5	1	jiang.selfother1	10295426
4	4	otherwords2	ow2cogaffoakrt	30198	1	jiang.selfother1	10295426
4	5	otherwords2	ow2valmaplert	5754	1	jiang.selfother1	10295426
4	5	otherwords2	ow2valmaple	4	1	jiang.selfother1	10295426
4	6	otherwords2	ow2cogaffmaplert	2908	1	jiang.selfother1	10295426
4	6	otherwords2	ow2cogaffmaple	5	1	jiang.selfother1	10295426
2	0	realstart	commitrt	39849	1	jiang.selfother1	10295429
2	0	realstart	commit	"I will complete this study with my full attention."	1	jiang.selfother1	10295429
4	1	otherwords1	ow1choosert	45980	1	jiang.selfother1	10295429
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295429
4	2	otherwords1	ow1scalert	9890	1	jiang.selfother1	10295429
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10295429
4	3	otherwords1	ow1valmaplert	7820	1	jiang.selfother1	10295429
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10295429
4	4	otherwords1	ow1cogaffmaplert	9913	1	jiang.selfother1	10295429
4	4	otherwords1	ow1cogaffmaple	6	1	jiang.selfother1	10295429
4	5	otherwords1	ow1valoak	4	1	jiang.selfother1	10295429
4	5	otherwords1	ow1valoakrt	8190	1	jiang.selfother1	10295429
4	6	otherwords1	ow1cogaffoakrt	15929	1	jiang.selfother1	10295429
4	6	otherwords1	ow1cogaffoak	5	1	jiang.selfother1	10295429
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295432
2	0	realstart	commitrt	18790	1	jiang.selfother1	10295432
2	0	realstart	commitrt	29732	1	jiang.selfother1	10295435
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295435
4	1	otherimages2	oi2choosert	38496	1	jiang.selfother1	10295435
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10295435
4	2	otherimages2	oi2scale	6	1	jiang.selfother1	10295435
4	2	otherimages2	oi2scalert	12189	1	jiang.selfother1	10295435
4	3	otherimages2	oi2valNorth	7	1	jiang.selfother1	10295435
4	3	otherimages2	oi2valNorthrt	11343	1	jiang.selfother1	10295435
4	4	otherimages2	oi2cogaffNorth	7	1	jiang.selfother1	10295435
4	4	otherimages2	oi2cogaffNorthrt	86118	1	jiang.selfother1	10295435
4	5	otherimages2	oi2valRich	6	1	jiang.selfother1	10295435
4	5	otherimages2	oi2valRichrt	8824	1	jiang.selfother1	10295435
4	6	otherimages2	oi2cogaffRichrt	8970	1	jiang.selfother1	10295435
4	6	otherimages2	oi2cogaffRich	6	1	jiang.selfother1	10295435
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295435
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295435
6	1003	iatselfcog	d	-0.37	1	jiang.selfother1	10295435
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295439
2	0	realstart	commitrt	39324	1	jiang.selfother1	10295439
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295441
2	0	realstart	commitrt	17424	1	jiang.selfother1	10295441
4	1	otherimages2	oi2choosert	30503	1	jiang.selfother1	10295441
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10295441
4	2	otherimages2	oi2scalert	8140	1	jiang.selfother1	10295441
4	2	otherimages2	oi2scale	3	1	jiang.selfother1	10295441
4	3	otherimages2	oi2valNorth	7	1	jiang.selfother1	10295441
4	3	otherimages2	oi2valNorthrt	9161	1	jiang.selfother1	10295441
4	4	otherimages2	oi2cogaffNorthrt	14167	1	jiang.selfother1	10295441
4	4	otherimages2	oi2cogaffNorth	6	1	jiang.selfother1	10295441
4	5	otherimages2	oi2valRich	6	1	jiang.selfother1	10295441
4	5	otherimages2	oi2valRichrt	18653	1	jiang.selfother1	10295441
4	6	otherimages2	oi2cogaffRichrt	60908	1	jiang.selfother1	10295441
4	6	otherimages2	oi2cogaffRich	3	1	jiang.selfother1	10295441
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295441
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295441
